MEET,NAME,FX,PH,SR,VT,PB,HB,AA,TEAM,ROUND,FX_D,PH_D,SR_D,VT_D,PB_D,HB_D
cottbus_cup,Illia Kovtun,NA,14.8,NA,NA,NA,NA,NA,UKR,Pommels Qualification Results,NA,6.5,NA,NA,NA,NA
cottbus_cup,Loran de Munck,NA,14.666,NA,NA,NA,NA,NA,NLD,Pommels Qualification Results,NA,6.5,NA,NA,NA,NA
cottbus_cup,Benjamin Osberger,NA,14.533,NA,NA,NA,NA,NA,FRA,Pommels Qualification Results,NA,6,NA,NA,NA,NA
cottbus_cup,Oleg Verniaiev,NA,14.533,NA,NA,NA,NA,NA,UKR,Pommels Qualification Results,NA,6.2,NA,NA,NA,NA
cottbus_cup,Cyril Tommasone,NA,14.466,NA,NA,NA,NA,NA,FRA,Pommels Qualification Results,NA,6.5,NA,NA,NA,NA
cottbus_cup,Khoi Young,NA,14.433,NA,NA,NA,NA,NA,USA,Pommels Qualification Results,NA,6.5,NA,NA,NA,NA
cottbus_cup,Zeinolla Idrissov,NA,14.3,NA,NA,NA,NA,NA,KAZ,Pommels Qualification Results,NA,6.2,NA,NA,NA,NA
cottbus_cup,Kaya Kazuma,NA,14.3,NA,NA,NA,NA,NA,JPN,Pommels Qualification Results,NA,6.3,NA,NA,NA,NA
cottbus_cup,Vedant Sawant,NA,14.3,NA,NA,NA,NA,NA,AUS,Pommels Qualification Results,NA,6.4,NA,NA,NA,NA
cottbus_cup,Marios Georgiou,NA,14.266,NA,NA,NA,NA,NA,CYP,Pommels Qualification Results,NA,6,NA,NA,NA,NA
cottbus_cup,Nils Dunkel,NA,14.266,NA,NA,NA,NA,NA,DEU,Pommels Qualification Results,NA,6.2,NA,NA,NA,NA
cottbus_cup,Harutyun Merdinyan,NA,14.233,NA,NA,NA,NA,NA,ARM,Pommels Qualification Results,NA,6,NA,NA,NA,NA
cottbus_cup,Dang Ngoc Xuan Thien,NA,14.233,NA,NA,NA,NA,NA,VNM,Pommels Qualification Results,NA,6.1,NA,NA,NA,NA
cottbus_cup,Dmitrijs Mickevics,NA,14.2,NA,NA,NA,NA,NA,LVA,Pommels Qualification Results,NA,5.3,NA,NA,NA,NA
cottbus_cup,Lucas Kochan,NA,14.166,NA,NA,NA,NA,NA,DEU,Pommels Qualification Results,NA,5.8,NA,NA,NA,NA
cottbus_cup,Dagur Olafsson,NA,14.166,NA,NA,NA,NA,NA,ISL,Pommels Qualification Results,NA,5.9,NA,NA,NA,NA
cottbus_cup,Benedek Tomcsanyi,NA,14.033,NA,NA,NA,NA,NA,HUN,Pommels Qualification Results,NA,5.9,NA,NA,NA,NA
cottbus_cup,Abdelrahman Abdelhaleem,NA,14,NA,NA,NA,NA,NA,EGY,Pommels Qualification Results,NA,5.8,NA,NA,NA,NA
cottbus_cup,Casimir Schmidt,NA,13.9,NA,NA,NA,NA,NA,NLD,Pommels Qualification Results,NA,6,NA,NA,NA,NA
cottbus_cup,Tian Hao,NA,13.866,NA,NA,NA,NA,NA,CHN,Pommels Qualification Results,NA,6,NA,NA,NA,NA
cottbus_cup,Shiao Yu-Jan,NA,13.8,NA,NA,NA,NA,NA,TWN,Pommels Qualification Results,NA,5.8,NA,NA,NA,NA
cottbus_cup,Lee Chih-Kai,NA,13.8,NA,NA,NA,NA,NA,TWN,Pommels Qualification Results,NA,5.9,NA,NA,NA,NA
cottbus_cup,Ferhat Arican,NA,13.7,NA,NA,NA,NA,NA,TUR,Pommels Qualification Results,NA,5.8,NA,NA,NA,NA
cottbus_cup,Omar Elshobki,NA,13.666,NA,NA,NA,NA,NA,EGY,Pommels Qualification Results,NA,5.9,NA,NA,NA,NA
cottbus_cup,Levan Skhiladze,NA,13.633,NA,NA,NA,NA,NA,GEO,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
cottbus_cup,Artem Dolgopyat,NA,13.6,NA,NA,NA,NA,NA,ISR,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
cottbus_cup,Nelson Guilbe,NA,13.533,NA,NA,NA,NA,NA,PRI,Pommels Qualification Results,NA,5.5,NA,NA,NA,NA
cottbus_cup,Enkhtuvshin Damdindorj,NA,13.533,NA,NA,NA,NA,NA,MNG,Pommels Qualification Results,NA,5.8,NA,NA,NA,NA
cottbus_cup,Thierno Diallo,NA,13.5,NA,NA,NA,NA,NA,ESP,Pommels Qualification Results,NA,5.9,NA,NA,NA,NA
cottbus_cup,Radomir Sliz,NA,13.466,NA,NA,NA,NA,NA,CZE,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
cottbus_cup,Filip Ude,NA,13.3,NA,NA,NA,NA,NA,HRV,Pommels Qualification Results,NA,5.5,NA,NA,NA,NA
cottbus_cup,Yin Dehang,NA,13.3,NA,NA,NA,NA,NA,CHN,Pommels Qualification Results,NA,6.1,NA,NA,NA,NA
cottbus_cup,David Rumbutis,NA,13.266,NA,NA,NA,NA,NA,SWE,Pommels Qualification Results,NA,5.5,NA,NA,NA,NA
cottbus_cup,Kitazono Takeru,NA,13.266,NA,NA,NA,NA,NA,JPN,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
cottbus_cup,Ilias Georgiou,NA,13.166,NA,NA,NA,NA,NA,CYP,Pommels Qualification Results,NA,5,NA,NA,NA,NA
cottbus_cup,Ivan Tikhonov,NA,13.1,NA,NA,NA,NA,NA,AZE,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
cottbus_cup,Ilia Liubimov,NA,13.066,NA,NA,NA,NA,NA,ISR,Pommels Qualification Results,NA,5.1,NA,NA,NA,NA
cottbus_cup,Ethan Dick,NA,12.833,NA,NA,NA,NA,NA,NZL,Pommels Qualification Results,NA,4.9,NA,NA,NA,NA
cottbus_cup,Usukhbayar Erkhembayar,NA,12.7,NA,NA,NA,NA,NA,MNG,Pommels Qualification Results,NA,5.5,NA,NA,NA,NA
cottbus_cup,James Hall,NA,12.666,NA,NA,NA,NA,NA,GBR,Pommels Qualification Results,NA,6,NA,NA,NA,NA
cottbus_cup,Robert Kirmes,NA,12.533,NA,NA,NA,NA,NA,FIN,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
cottbus_cup,Joel Plata,NA,12.4,NA,NA,NA,NA,NA,ESP,Pommels Qualification Results,NA,5.5,NA,NA,NA,NA
cottbus_cup,Xheni Dyrmishi,NA,12.3,NA,NA,NA,NA,NA,AUT,Pommels Qualification Results,NA,4.8,NA,NA,NA,NA
cottbus_cup,Asher Hong,NA,12.266,NA,NA,NA,NA,NA,USA,Pommels Qualification Results,NA,5.5,NA,NA,NA,NA
cottbus_cup,Manuel Arnold,NA,12.233,NA,NA,NA,NA,NA,AUT,Pommels Qualification Results,NA,4.7,NA,NA,NA,NA
cottbus_cup,Al-Harith Rakan,NA,12.033,NA,NA,NA,NA,NA,QAT,Pommels Qualification Results,NA,4.5,NA,NA,NA,NA
cottbus_cup,Ahmad Habeeb,NA,11.933,NA,NA,NA,NA,NA,JOR,Pommels Qualification Results,NA,4.8,NA,NA,NA,NA
cottbus_cup,Antonios Tantalidis,NA,11.766,NA,NA,NA,NA,NA,GRC,Pommels Qualification Results,NA,5.4,NA,NA,NA,NA
cottbus_cup,Elias Koski,NA,11.3,NA,NA,NA,NA,NA,FIN,Pommels Qualification Results,NA,4.4,NA,NA,NA,NA
cottbus_cup,Rodrigo Gomez,NA,11.033,NA,NA,NA,NA,NA,MEX,Pommels Qualification Results,NA,4.5,NA,NA,NA,NA
cottbus_cup,Rasul Ahmadzada,NA,11.033,NA,NA,NA,NA,NA,AZE,Pommels Qualification Results,NA,5.9,NA,NA,NA,NA
cottbus_cup,Bozhidar Zlatanov,NA,11,NA,NA,NA,NA,NA,BGR,Pommels Qualification Results,NA,4.1,NA,NA,NA,NA
cottbus_cup,Krisztian Balazs,NA,11,NA,NA,NA,NA,NA,HUN,Pommels Qualification Results,NA,4.2,NA,NA,NA,NA
cottbus_cup,Alkinoos Graikos,NA,10.9,NA,NA,NA,NA,NA,GRC,Pommels Qualification Results,NA,5.4,NA,NA,NA,NA
cottbus_cup,Bernardo Miranda,NA,10.766,NA,NA,NA,NA,NA,BRA,Pommels Qualification Results,NA,4.9,NA,NA,NA,NA
cottbus_cup,William Fu-Allen,NA,10.1,NA,NA,NA,NA,NA,NZL,Pommels Qualification Results,NA,3.3,NA,NA,NA,NA
cottbus_cup,Pablo Figueroa,NA,9.6,NA,NA,NA,NA,NA,CHL,Pommels Qualification Results,NA,4.3,NA,NA,NA,NA
cottbus_cup,Nikita Simonov,NA,NA,14.6,NA,NA,NA,NA,AZE,Rings Qualification Results,NA,NA,6.2,NA,NA,NA
cottbus_cup,Samir Aït Saïd,NA,NA,14.533,NA,NA,NA,NA,FRA,Rings Qualification Results,NA,NA,6.1,NA,NA,NA
cottbus_cup,Mahdi Ahmad Kohani,NA,NA,14.5,NA,NA,NA,NA,IRN,Rings Qualification Results,NA,NA,6,NA,NA,NA
cottbus_cup,Vahagn Davtyan,NA,NA,14.466,NA,NA,NA,NA,ARM,Rings Qualification Results,NA,NA,5.9,NA,NA,NA
cottbus_cup,Artur Avetisyan,NA,NA,14.366,NA,NA,NA,NA,ARM,Rings Qualification Results,NA,NA,5.9,NA,NA,NA
cottbus_cup,Vinzenz Höck,NA,NA,14.333,NA,NA,NA,NA,AUT,Rings Qualification Results,NA,NA,6.1,NA,NA,NA
cottbus_cup,Courtney Tulloch,NA,NA,14.233,NA,NA,NA,NA,GBR,Rings Qualification Results,NA,NA,6.2,NA,NA,NA
cottbus_cup,Jong Ryong Il,NA,NA,14.133,NA,NA,NA,NA,PRK,Rings Qualification Results,NA,NA,6.2,NA,NA,NA
cottbus_cup,Harry Hepworth,NA,NA,14.1,NA,NA,NA,NA,GBR,Rings Qualification Results,NA,NA,5.8,NA,NA,NA
cottbus_cup,Omar Mohamed,NA,NA,14,NA,NA,NA,NA,EGY,Rings Qualification Results,NA,NA,5.7,NA,NA,NA
cottbus_cup,Kaya Kazuma,NA,NA,14,NA,NA,NA,NA,JPN,Rings Qualification Results,NA,NA,5.8,NA,NA,NA
cottbus_cup,Daniel Villafañe,NA,NA,13.966,NA,NA,NA,NA,ARG,Rings Qualification Results,NA,NA,6,NA,NA,NA
cottbus_cup,Sokratis Pilakouris,NA,NA,13.9,NA,NA,NA,NA,CYP,Rings Qualification Results,NA,NA,5.9,NA,NA,NA
cottbus_cup,Luis Il-Sung Melander,NA,NA,13.866,NA,NA,NA,NA,SWE,Rings Qualification Results,NA,NA,5.9,NA,NA,NA
cottbus_cup,Yang Yanzhi,NA,NA,13.833,NA,NA,NA,NA,CHN,Rings Qualification Results,NA,NA,5.7,NA,NA,NA
cottbus_cup,Ali Zahran,NA,NA,13.833,NA,NA,NA,NA,EGY,Rings Qualification Results,NA,NA,6.2,NA,NA,NA
cottbus_cup,Jacob Karlsen,NA,NA,13.8,NA,NA,NA,NA,NOR,Rings Qualification Results,NA,NA,5.6,NA,NA,NA
cottbus_cup,Asher Hong,NA,NA,13.8,NA,NA,NA,NA,USA,Rings Qualification Results,NA,NA,6.1,NA,NA,NA
cottbus_cup,Nguyen Van Khanh Phong,NA,NA,13.733,NA,NA,NA,NA,VNM,Rings Qualification Results,NA,NA,6.1,NA,NA,NA
cottbus_cup,Glen Cuyle,NA,NA,13.633,NA,NA,NA,NA,BEL,Rings Qualification Results,NA,NA,6,NA,NA,NA
cottbus_cup,Casimir Schmidt,NA,NA,13.6,NA,NA,NA,NA,NLD,Rings Qualification Results,NA,NA,5.5,NA,NA,NA
cottbus_cup,Kerem Sener,NA,NA,13.566,NA,NA,NA,NA,TUR,Rings Qualification Results,NA,NA,5.2,NA,NA,NA
cottbus_cup,Caio Souza,NA,NA,13.466,NA,NA,NA,NA,BRA,Rings Qualification Results,NA,NA,6,NA,NA,NA
cottbus_cup,Oleg Verniaiev,NA,NA,13.433,NA,NA,NA,NA,UKR,Rings Qualification Results,NA,NA,5,NA,NA,NA
cottbus_cup,Ibrahim Colak,NA,NA,13.433,NA,NA,NA,NA,TUR,Rings Qualification Results,NA,NA,6.2,NA,NA,NA
cottbus_cup,Carlo Hörr,NA,NA,13.266,NA,NA,NA,NA,DEU,Rings Qualification Results,NA,NA,5.1,NA,NA,NA
cottbus_cup,Illia Kovtun,NA,NA,13.166,NA,NA,NA,NA,UKR,Rings Qualification Results,NA,NA,5.3,NA,NA,NA
cottbus_cup,Levan Skhiladze,NA,NA,13.1,NA,NA,NA,NA,GEO,Rings Qualification Results,NA,NA,4.8,NA,NA,NA
cottbus_cup,Jose Lopez,NA,NA,13.1,NA,NA,NA,NA,PRI,Rings Qualification Results,NA,NA,5.3,NA,NA,NA
cottbus_cup,Joaquin Alvarez,NA,NA,13.066,NA,NA,NA,NA,CHL,Rings Qualification Results,NA,NA,5.3,NA,NA,NA
cottbus_cup,Dario Sissakis,NA,NA,13.033,NA,NA,NA,NA,DEU,Rings Qualification Results,NA,NA,4.9,NA,NA,NA
cottbus_cup,Colt Walker,NA,NA,13.033,NA,NA,NA,NA,USA,Rings Qualification Results,NA,NA,5.3,NA,NA,NA
cottbus_cup,Pavel Gulidov,NA,NA,12.966,NA,NA,NA,NA,ISR,Rings Qualification Results,NA,NA,5.3,NA,NA,NA
cottbus_cup,Samuel Dick,NA,NA,12.966,NA,NA,NA,NA,NZL,Rings Qualification Results,NA,NA,5.5,NA,NA,NA
cottbus_cup,Lin Guan-Yi,NA,NA,12.9,NA,NA,NA,NA,TWN,Rings Qualification Results,NA,NA,5.9,NA,NA,NA
cottbus_cup,Luka Bojanc,NA,NA,12.733,NA,NA,NA,NA,SVN,Rings Qualification Results,NA,NA,5.4,NA,NA,NA
cottbus_cup,Miwa Teppei,NA,NA,12.6,NA,NA,NA,NA,JPN,Rings Qualification Results,NA,NA,5.8,NA,NA,NA
cottbus_cup,Daniel Stoddart,NA,NA,12.5,NA,NA,NA,NA,NZL,Rings Qualification Results,NA,NA,4.2,NA,NA,NA
cottbus_cup,Robert Kirmes,NA,NA,12.333,NA,NA,NA,NA,FIN,Rings Qualification Results,NA,NA,5.3,NA,NA,NA
cottbus_cup,Ally Hamuda Abdullah,NA,NA,12.3,NA,NA,NA,NA,MYS,Rings Qualification Results,NA,NA,5.8,NA,NA,NA
cottbus_cup,Pau Jimenez,NA,NA,12.033,NA,NA,NA,NA,ESP,Rings Qualification Results,NA,NA,4.6,NA,NA,NA
cottbus_cup,Jon Gunnarsson,NA,NA,12,NA,NA,NA,NA,ISL,Rings Qualification Results,NA,NA,5.8,NA,NA,NA
cottbus_cup,Saleem Naghouj,NA,NA,11.533,NA,NA,NA,NA,JOR,Rings Qualification Results,NA,NA,4.8,NA,NA,NA
cottbus_cup,Eric Terres,NA,NA,11.466,NA,NA,NA,NA,ESP,Rings Qualification Results,NA,NA,4.1,NA,NA,NA
cottbus_cup,Artur Davtyan,NA,NA,NA,15.033,NA,NA,NA,ARM,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Mahdi Olfati,NA,NA,NA,14.9,NA,NA,NA,IRN,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Yahor Sharamkou,NA,NA,NA,14.7,NA,NA,NA,BLR,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Chen Yilu,NA,NA,NA,14.766,NA,NA,NA,CHN,Vault Qualification Results,NA,NA,NA,5.8,NA,NA
cottbus_cup,Milad Karimi,NA,NA,NA,14.7,NA,NA,NA,KAZ,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Harry Hepworth,NA,NA,NA,14.533,NA,NA,NA,GBR,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Tseng Wei-Sheng,NA,NA,NA,14.566,NA,NA,NA,TWN,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,James Bacueti,NA,NA,NA,14.566,NA,NA,NA,AUS,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Trinh Hai Khang,NA,NA,NA,14.566,NA,NA,NA,VNM,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Asher Hong,NA,NA,NA,14.7,NA,NA,NA,USA,Vault Qualification Results,NA,NA,NA,6,NA,NA
cottbus_cup,Omar Mohamed,NA,NA,NA,14.533,NA,NA,NA,EGY,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Khoi Young,NA,NA,NA,14.666,NA,NA,NA,USA,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Yuri Guimarães,NA,NA,NA,14.3,NA,NA,NA,BRA,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Ivan Tikhonov,NA,NA,NA,14.666,NA,NA,NA,AZE,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Dilan Jimenez,NA,NA,NA,14.2,NA,NA,NA,COL,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Jacob Karlsen,NA,NA,NA,14.6,NA,NA,NA,NOR,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Muhammad Sharul Aimy,NA,NA,NA,14.166,NA,NA,NA,MYS,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Aurel Benovic,NA,NA,NA,14.233,NA,NA,NA,HRV,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Miguel Besana,NA,NA,NA,14.066,NA,NA,NA,PHL,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Dominick Cunningham,NA,NA,NA,14.466,NA,NA,NA,IRL,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Joona Reiman,NA,NA,NA,14.233,NA,NA,NA,FIN,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Ng Ka Ki,NA,NA,NA,14.533,NA,NA,NA,HKG,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Nazar Chepurnyi,NA,NA,NA,14.6,NA,NA,NA,UKR,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Felix Remuta,NA,NA,NA,14.2,NA,NA,NA,DEU,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Andrey Medvedev,NA,NA,NA,14.533,NA,NA,NA,ISR,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Shin Jeahwan,NA,NA,NA,14.966,NA,NA,NA,KOR,Vault Qualification Results,NA,NA,NA,6,NA,NA
cottbus_cup,Jorge Vega Lopez,NA,NA,NA,14.233,NA,NA,NA,GTM,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Ng Chun Chen,NA,NA,NA,14.333,NA,NA,NA,MYS,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Enkhtuvshin Damdindorj,NA,NA,NA,13.8,NA,NA,NA,MNG,Vault Qualification Results,NA,NA,NA,4.8,NA,NA
cottbus_cup,Shek Wai Hung,NA,NA,NA,14.1,NA,NA,NA,HKG,Vault Qualification Results,NA,NA,NA,6,NA,NA
cottbus_cup,Pavel Gulidov,NA,NA,NA,14.5,NA,NA,NA,ISR,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Dario Sissakis,NA,NA,NA,14.333,NA,NA,NA,DEU,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Courtney Tulloch,NA,NA,NA,14.033,NA,NA,NA,GBR,Vault Qualification Results,NA,NA,NA,6,NA,NA
cottbus_cup,Jose Lopez,NA,NA,NA,14.533,NA,NA,NA,PRI,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Bozhidar Zlatanov,NA,NA,NA,13.9,NA,NA,NA,BGR,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Oleg Verniaiev,NA,NA,NA,14.233,NA,NA,NA,UKR,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Anze Hribar,NA,NA,NA,14.1,NA,NA,NA,SVN,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Botond Molnar,NA,NA,NA,13.766,NA,NA,NA,HUN,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Dimitar Dimitrov,NA,NA,NA,14.233,NA,NA,NA,BGR,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Usukhbayar Erkhembayar,NA,NA,NA,13.8,NA,NA,NA,MNG,Vault Qualification Results,NA,NA,NA,4.8,NA,NA
cottbus_cup,Josue Armijo,NA,NA,NA,13.4,NA,NA,NA,CHL,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Pau Jimenez,NA,NA,NA,13.266,NA,NA,NA,ESP,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Eric Terres,NA,NA,NA,13.166,NA,NA,NA,ESP,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Dusan Djordjevic,NA,NA,NA,13.4,NA,NA,NA,SRB,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Wilfry Contreras,NA,NA,NA,13.333,NA,NA,NA,DOM,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
cottbus_cup,Javier Rojo,NA,NA,NA,13.733,NA,NA,NA,MEX,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Ignacio Varas,NA,NA,NA,12.466,NA,NA,NA,CHL,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Saleem Naghouj,NA,NA,NA,12.566,NA,NA,NA,JOR,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Ewan McAteer,NA,NA,NA,14.1,NA,NA,NA,IRL,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Sebastian Gawronski,NA,NA,NA,13.8,NA,NA,NA,POL,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
cottbus_cup,Illia Kovtun,NA,NA,NA,NA,15.166,NA,NA,UKR,P-Bars Qualification Results,NA,NA,NA,NA,6.7,NA
cottbus_cup,Oleg Verniaiev,NA,NA,NA,NA,15,NA,NA,UKR,P-Bars Qualification Results,NA,NA,NA,NA,6.6,NA
cottbus_cup,Jossimar Calvo,NA,NA,NA,NA,14.833,NA,NA,COL,P-Bars Qualification Results,NA,NA,NA,NA,6.7,NA
cottbus_cup,Rasuljon Abdurakhimov,NA,NA,NA,NA,14.733,NA,NA,UZB,P-Bars Qualification Results,NA,NA,NA,NA,5.9,NA
cottbus_cup,Angel Barajas,NA,NA,NA,NA,14.7,NA,NA,COL,P-Bars Qualification Results,NA,NA,NA,NA,6.7,NA
cottbus_cup,Hung Yuan-Hsi,NA,NA,NA,NA,14.666,NA,NA,TWN,P-Bars Qualification Results,NA,NA,NA,NA,5.9,NA
cottbus_cup,Kawakami Shohei,NA,NA,NA,NA,14.5,NA,NA,JPN,P-Bars Qualification Results,NA,NA,NA,NA,6.3,NA
cottbus_cup,Khoi Young,NA,NA,NA,NA,14.3,NA,NA,USA,P-Bars Qualification Results,NA,NA,NA,NA,5.7,NA
cottbus_cup,Cameron-Lie Bernard,NA,NA,NA,NA,14.3,NA,NA,FRA,P-Bars Qualification Results,NA,NA,NA,NA,6.3,NA
cottbus_cup,Yin Dehang,NA,NA,NA,NA,14.3,NA,NA,CHN,P-Bars Qualification Results,NA,NA,NA,NA,6.4,NA
cottbus_cup,Xie Chenyi,NA,NA,NA,NA,14.166,NA,NA,CHN,P-Bars Qualification Results,NA,NA,NA,NA,6.1,NA
cottbus_cup,Thierno Diallo,NA,NA,NA,NA,14.133,NA,NA,ESP,P-Bars Qualification Results,NA,NA,NA,NA,6.3,NA
cottbus_cup,Krisztian Balazs,NA,NA,NA,NA,14.1,NA,NA,HUN,P-Bars Qualification Results,NA,NA,NA,NA,5.9,NA
cottbus_cup,Milad Karimi,NA,NA,NA,NA,14.066,NA,NA,KAZ,P-Bars Qualification Results,NA,NA,NA,NA,5.9,NA
cottbus_cup,Mohamed Afify,NA,NA,NA,NA,14.066,NA,NA,EGY,P-Bars Qualification Results,NA,NA,NA,NA,6,NA
cottbus_cup,Isaac Nuñez,NA,NA,NA,NA,14.066,NA,NA,MEX,P-Bars Qualification Results,NA,NA,NA,NA,6.1,NA
cottbus_cup,Ron Pyatov,NA,NA,NA,NA,14.033,NA,NA,ISR,P-Bars Qualification Results,NA,NA,NA,NA,5.7,NA
cottbus_cup,Nils Dunkel,NA,NA,NA,NA,13.933,NA,NA,DEU,P-Bars Qualification Results,NA,NA,NA,NA,6,NA
cottbus_cup,Mathias Philippe,NA,NA,NA,NA,13.866,NA,NA,FRA,P-Bars Qualification Results,NA,NA,NA,NA,5.8,NA
cottbus_cup,Ferhat Arican,NA,NA,NA,NA,13.866,NA,NA,TUR,P-Bars Qualification Results,NA,NA,NA,NA,6.5,NA
cottbus_cup,Benedek Tomcsanyi,NA,NA,NA,NA,13.833,NA,NA,HUN,P-Bars Qualification Results,NA,NA,NA,NA,5.4,NA
cottbus_cup,Bozhidar Zlatanov,NA,NA,NA,NA,13.833,NA,NA,BGR,P-Bars Qualification Results,NA,NA,NA,NA,6,NA
cottbus_cup,Ivan Tikhonov,NA,NA,NA,NA,13.666,NA,NA,AZE,P-Bars Qualification Results,NA,NA,NA,NA,5.6,NA
cottbus_cup,Dmitriy Patanin,NA,NA,NA,NA,13.666,NA,NA,KAZ,P-Bars Qualification Results,NA,NA,NA,NA,5.7,NA
cottbus_cup,Kitazono Takeru,NA,NA,NA,NA,13.633,NA,NA,JPN,P-Bars Qualification Results,NA,NA,NA,NA,6.4,NA
cottbus_cup,Nikolaos Iliopoulos,NA,NA,NA,NA,13.6,NA,NA,GRC,P-Bars Qualification Results,NA,NA,NA,NA,5.4,NA
cottbus_cup,Robert Kirmes,NA,NA,NA,NA,13.533,NA,NA,FIN,P-Bars Qualification Results,NA,NA,NA,NA,5.6,NA
cottbus_cup,Ilias Georgiou,NA,NA,NA,NA,13.533,NA,NA,CYP,P-Bars Qualification Results,NA,NA,NA,NA,6,NA
cottbus_cup,Luke Whitehouse,NA,NA,NA,NA,13.5,NA,NA,GBR,P-Bars Qualification Results,NA,NA,NA,NA,5.7,NA
cottbus_cup,Ibrahim Colak,NA,NA,NA,NA,13.466,NA,NA,TUR,P-Bars Qualification Results,NA,NA,NA,NA,4.9,NA
cottbus_cup,Bernardo Miranda,NA,NA,NA,NA,13.366,NA,NA,BRA,P-Bars Qualification Results,NA,NA,NA,NA,5.6,NA
cottbus_cup,David Rumbutis,NA,NA,NA,NA,13.366,NA,NA,SWE,P-Bars Qualification Results,NA,NA,NA,NA,5.7,NA
cottbus_cup,James Hall,NA,NA,NA,NA,13.366,NA,NA,GBR,P-Bars Qualification Results,NA,NA,NA,NA,6.1,NA
cottbus_cup,Marios Georgiou,NA,NA,NA,NA,13.366,NA,NA,CYP,P-Bars Qualification Results,NA,NA,NA,NA,6.1,NA
cottbus_cup,Javier Rojo,NA,NA,NA,NA,13.333,NA,NA,MEX,P-Bars Qualification Results,NA,NA,NA,NA,5.1,NA
cottbus_cup,Dario Sissakis,NA,NA,NA,NA,13.2,NA,NA,DEU,P-Bars Qualification Results,NA,NA,NA,NA,5.2,NA
cottbus_cup,Jose Nogueira,NA,NA,NA,NA,13.166,NA,NA,PRT,P-Bars Qualification Results,NA,NA,NA,NA,4.3,NA
cottbus_cup,Harald Wibye,NA,NA,NA,NA,13.166,NA,NA,NOR,P-Bars Qualification Results,NA,NA,NA,NA,5.6,NA
cottbus_cup,Diorges Escobar,NA,NA,NA,NA,13.133,NA,NA,CUB,P-Bars Qualification Results,NA,NA,NA,NA,5.7,NA
