MEET,NAME,FX,PH,SR,VT,PB,HB,AA,TEAM,ROUND,FX_D,PH_D,SR_D,VT_D,PB_D,HB_D
jpn_aj1,Kaneko Tomoki,14,13.5,13.466,13.9,14,12.566,81.432,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Sugimoto Kaito,13.933,12.366,14.066,13.1,14.8,13.133,81.398,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Suzuki Shigeto,13.2,13.5,12.5,14.133,14.1,13.733,81.166,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Suetsugo Kotaro,13,13.8,12.9,13.466,14.066,13.833,81.065,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Chiba Kenta,14.166,12.933,13.966,14.433,14.666,10.9,81.064,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Hidaka Daiki,13.333,13.466,12.866,14.333,13.1,13.966,81.064,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Ueda NAoki,12.3,13.5,13.3,13.433,14.433,13.9,80.866,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Maeda Koki,13.9,12.433,13.533,14.433,14.6,11.833,80.732,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Inui Jinpei,13.9,12.933,12.266,13.833,14.466,13.233,80.631,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Kobata Rensei,12.933,13.6,12.733,14,13.433,13.9,80.599,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Sawamoto Ryuhei,12.9,14,12.9,14.2,13,13.366,80.366,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Kamoto Yuya,12.966,13,14.566,14.033,13.366,12.4,80.331,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Nagayoshi Yu,13.7,14.033,13.1,14.033,12.533,12.9,80.299,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Aiba Takuro,13.2,13.4,13.3,13.466,13.833,13.066,80.265,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Ueda Takuma,13.5,12.9,12.966,14.5,13.133,13.2,80.199,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Takei Yusuke,13.7,12.566,13.933,13.533,13.766,12.466,79.964,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Okubo Keitaro,13.466,12.666,13.166,14.366,13.4,12.8,79.864,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Takahashi Kazuya,13.966,11.6,14.7,13.3,13.5,12.766,79.832,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Noda Rento,13.966,12.766,13.166,13.366,13.866,12.633,79.763,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Tanigawa Kakeru,14.233,13.1,12.966,12.6,14.5,12.3,79.699,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Fujisaki Himuka,13.6,13.2,12.533,14.1,13.266,12.966,79.665,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Tanabe Soichiro,14.033,11.366,14.1,13.433,13.533,12.933,79.398,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Ebisu Yota,13.433,12.166,13.3,13.633,12.933,13.9,79.365,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Tajima Syota,13.733,11.2,13.666,13.8,14.1,12.633,79.132,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Komori Keisuke,12.966,11.466,13.333,14.366,13.433,13.266,78.83,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Murayama Koki,13.3,13,13,14.3,13.4,11.6,78.6,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Kamoto Sho,13.466,12.433,12.533,13.8,14.2,12.166,78.598,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Uchida Hayato,14.066,12.333,12,14.166,13.566,12.4,78.531,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Katayama Ashu,13.466,12.966,12,14.133,13.1,12.733,78.398,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Kabeya Hinata,13.9,12.4,11.3,14.8,12.866,12.9,78.166,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Bando Yusei,13,12.1,13.266,13.566,12.866,13.1,77.898,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Yoshida Motomu,13.866,10.866,13.7,13.633,13.066,12.6,77.731,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Nagasaki Shuto,12.433,14.2,12.9,12.566,12.666,12.566,77.331,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Nakamura Ryutaro,13.6,11.8,12.033,13.4,13.733,12.7,77.266,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Morikawa Akinori,13.633,12.3,12.733,14.066,10.533,13.833,77.098,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Yasui Hideya,12.666,11.733,12.3,13.633,13.366,12.533,76.231,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Fukubayashi Haruki,12.933,12,12.633,13.4,13.733,11.166,75.865,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Hama Shota,13.166,11.633,12.6,13.666,11.033,12.433,74.531,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Yamazaki Kaine,13.4,10.366,11.933,12.6,12.733,10.533,71.565,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Kamiyama Haruto,11.633,NA,13.5,15.1,13.8,12.766,66.799,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Yamazaki Hiroki,13.866,12.533,13.666,13.3,1.733,NA,55.098,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Iwasawa Shoei,13.9,NA,NA,15.233,NA,NA,29.133,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Nakayama Rei,NA,NA,NA,NA,14.566,13.233,27.799,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Minami Kazuki,14.166,NA,NA,13.166,NA,NA,27.332,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Yanagi Yuuki,NA,NA,NA,NA,13.866,13.333,27.199,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Ono Ryoki,NA,NA,NA,14.9,NA,NA,14.9,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Banri Iwatsuki,NA,NA,NA,NA,14.866,NA,14.866,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Hayasaka Akimune,NA,NA,NA,14.833,NA,NA,14.833,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Nizeki Aisho,NA,NA,NA,14.833,NA,NA,14.833,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Asayama Yudai,NA,14.733,NA,NA,NA,NA,14.733,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Maeda Fusuke,NA,NA,NA,NA,NA,14.633,14.633,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Sakumoto Junya,NA,NA,NA,14.6,NA,NA,14.6,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Ueda Yuta,NA,NA,14.533,NA,NA,NA,14.533,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Yamasaki Kyota,NA,NA,14.4,NA,NA,NA,14.4,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Hiramatsu Koga,14.366,NA,NA,NA,NA,NA,14.366,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Sato Moto,NA,NA,NA,NA,14.3,NA,14.3,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Fujino Yunoshin,14.233,NA,NA,NA,NA,NA,14.233,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Ogino Einosuke,NA,NA,NA,NA,14.2,NA,14.2,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Kasaoka Yoshiyuki,NA,NA,14.066,NA,NA,NA,14.066,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Aoki Ryuto,NA,NA,NA,NA,NA,14,14,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Kudo Yuya,NA,14,NA,NA,NA,NA,14,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Banba Outa,13.9,NA,NA,NA,NA,NA,13.9,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Itabashi Towa,NA,NA,13.833,NA,NA,NA,13.833,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Sunaga Koki,NA,13.833,NA,NA,NA,NA,13.833,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Tamura Yu,NA,NA,13.766,NA,NA,NA,13.766,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Nose Atsuto,NA,13.7,NA,NA,NA,NA,13.7,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Kato Ryohei,13.666,NA,NA,NA,NA,NA,13.666,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Soma Hiromu,NA,13.466,NA,NA,NA,NA,13.466,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Kishida Masaharu,NA,NA,NA,NA,NA,13.366,13.366,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_aj1,Hirumachi Yuta,NA,NA,13.166,NA,NA,NA,13.166,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Oka Shinnosuke,14.4,13.533,14.3,14.1,15.133,14.466,85.932,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Oka Shinnosuke,14.2,12.466,14.366,14.433,14.466,14.6,84.531,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kaya Kazuma,13.333,14.433,14.1,14.733,15,13.3,84.899,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Kaya Kazuma,13.466,14.6,14.133,14.2,14.466,14.066,84.931,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Doi Ryosuke,14.666,14,13.3,14.8,14.5,13.166,84.432,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Doi Ryosuke,14.666,14.4,13.066,14.733,14.5,15.066,86.431,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Tanaka Yusuke,13.966,13.866,13.9,13.866,15.1,14.666,85.364,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Tanaka Yusuke,13.966,13.766,13.733,14.066,14.9,14.833,85.264,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Sugino Takaaki,14.166,15.1,12.833,14.3,12.7,14.766,83.865,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Sugino Takaaki,14.4,15,12.866,14.833,13.533,14.866,85.498,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Miwa Teppei,14.166,13.6,13.866,14.466,14.966,14.466,85.53,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Miwa Teppei,14.266,13.7,12.933,15.166,14.9,14.2,85.165,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Matsumi Kazuki,14.233,14.1,13.966,14.166,14.633,14.133,85.231,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Matsumi Kazuki,14.1,14.033,13.866,14.1,14.866,14.166,85.131,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Hasegawa Tsuyoshi,13.9,13.9,13.766,14.2,14.933,14.266,84.965,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Hasegawa Tsuyoshi,14.066,13.5,13.766,14.3,15,14.3,84.932,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Tsunogai Tomoharu,14.166,14.633,13.4,14.466,14.5,14.7,85.865,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Tsunogai Tomoharu,14.2,14.133,13.133,14.666,14.1,14.5,84.732,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Tanida Masaharu,14.533,13.433,13.566,14.433,14.6,14.166,84.731,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Tanida Masaharu,14,12.5,13.766,14.733,14.8,14.1,83.899,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Fujimaki Shunpei,13.9,14.2,14.2,14.033,14,13.166,83.499,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Fujimaki Shunpei,13.766,14.133,14.066,14.4,13.7,14.233,84.298,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Tanigawa Wataru,14.133,12.966,14.4,15.133,15.066,12.033,83.731,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Tanigawa Wataru,13.033,13.633,14.566,15.433,14.766,13.366,84.797,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kawakami Shohei,13.7,12.933,13.466,14.966,14.5,12.7,82.265,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Kawakami Shohei,13.8,14,13.533,14.766,13.566,14.6,84.265,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Tachibana Shiga,14.433,13.6,13.233,14.4,14,13.366,83.032,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Tachibana Shiga,13.966,13.7,13.433,14.333,14.5,13.4,83.332,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Ueyama Rentaro,14.3,12.2,13.966,14.9,14.133,13.266,82.765,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Ueyama Rentaro,14.4,13.666,14.166,14.666,13.933,13.266,84.097,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kitazono Takeru,13.533,13.2,13.933,14.433,14.833,14.1,84.032,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Kitazono Takeru,13.6,13.833,13.866,14.5,14.433,14.2,84.432,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Yunoki Kentaro,13.9,13.733,13.9,14.433,14.633,13.9,84.499,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Yunoki Kentaro,13.5,13.9,14.233,14.033,14.433,13.733,83.832,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kato Yuto,13.933,14.5,13.633,13.566,13.3,12.666,81.598,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Kato Yuto,13.8,14.533,13.5,14.333,14.133,11.866,82.165,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Sasaki Fumiya,13.266,14.466,12.966,14.966,13.933,12.166,81.763,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Sasaki Fumiya,NA,NA,NA,NA,NA,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Aoki Shota,14.366,13.033,13.333,14.4,14.2,13.666,82.998,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Aoki Shota,NA,NA,NA,NA,NA,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Haruki Minori,13.866,12.6,14.4,14.666,14.033,12.333,81.898,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Haruki Minori,NA,NA,NA,NA,NA,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Fujio Takumi,13.8,14.3,13.166,14.266,13.7,13.533,82.765,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Fujio Takumi,NA,NA,NA,NA,NA,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kaneda Kiichi,13.5,12.8,14.7,13.4,14.133,12.6,81.133,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Kaneda Kiichi,NA,NA,14.833,NA,NA,NA,14.833,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Tanabe Yui,13.766,12.433,13.066,14.3,14.333,13,80.898,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Tanabe Yui,NA,NA,NA,NA,NA,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Ishizawa Hiroto,13.233,14.366,12.833,13.4,14.166,13.8,81.798,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Ishizawa Hiroto,NA,NA,NA,NA,NA,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Tsumura Ryota,12.533,14.466,13.366,14.2,13.533,11.8,79.898,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Tsumura Ryota,13.8,15.166,NA,14.2,NA,NA,43.166,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kondo Mamoru,12.733,13.733,12.733,13.666,13.066,13.1,79.031,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Kondo Mamoru,NA,NA,NA,NA,NA,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Hirano Shunsuke,13.7,12.933,13.933,14.133,13.133,12.666,80.498,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Hirano Shunsuke,NA,NA,NA,NA,NA,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kitamura Fumiya,13.833,13.666,12.2,13.7,14,12.1,79.499,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Kitamura Fumiya,NA,NA,NA,NA,NA,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Takahashi Kazuya,NA,NA,14.833,NA,NA,NA,14.833,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk2,Takahashi Kazuya,NA,NA,14.833,NA,NA,NA,14.833,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Tanigawa Kakeru,14.066,NA,NA,NA,14.7,NA,28.766,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Chiba Kenta,13.266,NA,NA,NA,14.2,NA,27.466,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Iwasawa Shoei,NA,NA,NA,15.2,NA,NA,15.2,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Maeda Fusuke,NA,NA,NA,NA,NA,15.2,15.2,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Iwatsuki Banri,NA,NA,NA,NA,14.966,NA,14.966,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Ono Ryoki,NA,NA,NA,14.9,NA,NA,14.9,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Nizeki Aisho,NA,NA,NA,14.733,NA,NA,14.733,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kamoto Yuya,NA,NA,14.533,NA,NA,NA,14.533,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Ueda Naoki,NA,NA,NA,NA,NA,14.4,14.4,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Ueda Yuta,NA,NA,14.366,NA,NA,NA,14.366,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Maeda Koki,NA,NA,NA,NA,14.3,NA,14.3,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kasaoka Yoshiyuki,NA,NA,14.266,NA,NA,NA,14.266,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Hiramatsu Koga,14.233,NA,NA,NA,NA,NA,14.233,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Sawamoto Ryuhei,NA,14.133,NA,NA,NA,NA,14.133,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Hayasaka Akimune,NA,NA,NA,14.133,NA,NA,14.133,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Nagasaki Shuto,NA,14.1,NA,NA,NA,NA,14.1,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Nagayoshi Yu,NA,14.1,NA,NA,NA,NA,14.1,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Asayama Yudai,NA,13.933,NA,NA,NA,NA,13.933,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Tanabe Soichiro,NA,NA,13.933,NA,NA,NA,13.933,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Nakayama Rei,NA,NA,NA,NA,13.933,NA,13.933,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Minami Kazuki,13.866,NA,NA,NA,NA,NA,13.866,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kudo Yuya,NA,13.866,NA,NA,NA,NA,13.866,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Hidaka Daiki,NA,NA,NA,NA,NA,13.866,13.866,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Kobata Rensei,NA,NA,NA,NA,NA,13.566,13.566,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Uchida Hayato,13.533,NA,NA,NA,NA,NA,13.533,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Fujino Yunoshin,13.5,NA,NA,NA,NA,NA,13.5,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Sugimoto Kaito,NA,NA,NA,NA,13.2,NA,13.2,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Aoki Ryuto,NA,NA,NA,NA,NA,12.9,12.9,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Yamasaki Kyota,NA,NA,12.7,NA,NA,NA,12.7,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Sunaga Koki,NA,11.366,NA,NA,NA,NA,11.366,JPN,NA,NA,NA,NA,NA,NA,NA
jpn_nhk1,Ebisu Yota,NA,NA,NA,NA,NA,9.533,9.533,JPN,NA,NA,NA,NA,NA,NA,NA
antalya_friendly,Adem Asil,14.2,13.5,14.6,14.7,13.8,14.05,84.85,TUR,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Joel Plata,13.7,13.4,13.7,13.15,14.15,13.6,81.7,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Nestor Abad,13.2,13.15,14.1,13.45,14,13.3,81.2,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Benedek Tomcsanyi,13.5,13.95,13.25,13.15,13.4,12.85,80.1,HUN,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Kerem Sener,13.5,12.6,13.5,14.3,13.8,12.05,79.75,TUR,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Thierno Diallo,13.75,14.1,13.2,13.45,13.05,12.1,79.65,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Adria Vera,14.05,11.7,13.5,14,12.95,12.75,78.95,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Niccolò Vannucchi,14.2,11.3,12.6,14.15,12.9,13.65,78.8,ITA,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Lorenzo Bonicelli,13.35,11.15,13.15,13.2,13.7,13.5,78.05,ITA,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Lay Giannini,14.2,11.95,12.75,13.25,12.85,12.95,77.95,ITA,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Mehmet Ayberk Kosak,14.05,12.7,14.3,13.45,11.95,11.45,77.9,TUR,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Nicolau Mir,14.1,11.8,13.05,12.8,12.8,13.15,77.7,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Mert Efe Kilicer,13.6,11.2,12.95,13.5,12.65,13.5,77.4,TUR,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Yunus Gündogdu,13.3,10.9,13.95,13.4,13.2,11.75,76.5,TUR,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Krisztian Balazs,9.45,12.8,13.05,13.25,14,13.95,76.5,HUN,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Sercan Demir,13.4,10.45,13.25,13.05,12.9,13.3,76.35,TUR,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Balazs Kiss,9.6,13.5,13.35,12.75,11.65,13.4,74.25,HUN,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Szilard Zavory,12.35,11.1,13.55,13.35,12.15,11.45,73.95,HUN,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Ahmet Önder,14.15,NA,NA,14.3,12.2,13.15,53.8,TUR,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Ibrahim Colak,NA,NA,14.85,NA,13.45,12.1,40.4,TUR,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Salvatore Maresca,NA,NA,14.45,12.8,NA,NA,27.25,ITA,All-Around Results,NA,NA,NA,NA,NA,NA
antalya_friendly,Carlo Macchini,NA,13.5,NA,NA,NA,13.55,27.05,ITA,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Carlos Yulo,15.233,12.866,14.033,15.433,14.233,13.5,85.298,PHL,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Milad Karimi,14.7,13.6,13.266,14.6,13.933,14.533,84.632,KAZ,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Abdulla Azimov,13.733,14.566,12.766,14.033,13.933,13.4,82.431,UZB,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Yin Dehang,13.766,13.866,13.866,13.533,14.266,12.766,82.063,CHN,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Utkirbek Juraev,14.133,13.3,12.733,14,14.1,13.633,81.899,UZB,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Tian Hao,12.466,13.833,13.133,14.333,13.1,14.633,81.498,CHN,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Park Seungho,13.133,13,13.333,14.066,13.466,13.7,80.698,KOR,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Kim Jaeho,13.466,13.033,12.933,14.166,13.5,13.433,80.531,KOR,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Moon Geonyong,13.9,11.666,13.166,14.566,12.966,13.8,80.064,KOR,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Dmitriy Patanin,14.266,11.5,13.2,14.2,13.266,13.166,79.598,KAZ,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Shiao Yu-Jan,13.666,13,12.666,13.966,12.633,12.933,78.864,TWN,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Chuang Chia-Lung,13.2,12.3,12.833,13.866,12.466,13,77.665,TWN,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Lin Guan-Yi,13.566,12.033,14.266,13.333,12.466,11.966,77.63,TWN,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Van Vi Luong,13.6,12.333,13,13.766,13.666,11.2,77.565,VNM,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Lee Chih-Kai,13.8,13.3,12.866,13.1,12.233,12.233,77.532,TWN,All-Around Results,NA,NA,NA,NA,NA,NA
asian_games,Mohammadreza Khosronezhad,12.833,10.8,13.5,13.066,13.566,12.333,76.098,IRN,All-Around Results,NA,NA,NA,NA,NA,NA
